Time,EA_raw,EA_smooth
2013-07-02 01:38:23,14.309028397272067,14.13
2013-07-02 05:43:04,16.27581305580378,16.87
2013-07-02 12:07:33,20.15474946568576,19.71
2013-07-02 15:43:38,22.722496103213267,22.46
2013-07-02 18:57:28,24.907812390470724,25.06
2013-07-02 22:33:32,27.202394492091045,27.5
2013-07-03 02:15:58,29.77014112961856,29.85
2013-07-03 06:42:53,32.50178648869037,32.17
2013-07-03 10:15:47,34.52320405440352,34.53
2013-07-03 13:58:13,36.76315324884241,36.97
2013-07-03 19:00:05,39.6040644222771,39.48
2013-07-03 23:04:46,42.0079123382603,41.93
2013-07-04 02:44:01,43.974696996792005,44.12
2013-07-04 06:13:44,45.72295002659797,45.67
