Time,EA_raw,EA_smooth
2013-07-01 22:00:02,14.192923864570028,14.18
2013-07-02 01:09:00,15.844205405117242,15.82
2013-07-02 05:38:57,18.250358507057463,18.39
2013-07-02 10:41:18,21.55292158815189,21.48
2013-07-02 16:18:45,25.091382032181627,24.8
2013-07-02 20:21:42,27.827791442231288,28.15
2013-07-03 01:51:02,31.319072413673965,31.41
2013-07-03 07:23:05,34.66881496735545,34.54
2013-07-03 12:01:08,37.64112174034043,37.5
2013-07-03 16:31:05,40.14163378745478,40.28
2013-07-03 21:28:02,42.87804319750444,42.87
2013-07-04 01:12:06,45.2370168268576,45.22
