Time,EA_raw,EA_smooth
2013-07-02 05:15:59,14.403359289918678,14.36
2013-07-02 08:54:36,16.41485235926553,16.56
2013-07-02 13:04:52,18.899637915517523,18.79
2013-07-02 16:23:20,21.0886156674538,21.07
2013-07-02 19:59:05,23.45507810197951,23.39
2013-07-02 23:26:11,25.703217414778933,25.75
2013-07-03 03:13:26,28.010518288441496,28.1
2013-07-03 06:49:10,30.25865760124092,30.42
2013-07-03 10:59:26,32.92092784008234,32.68
2013-07-03 14:26:32,34.814097787702906,34.82
2013-07-03 17:59:24,36.8847524179129,36.85
2013-07-03 21:38:01,38.83708392639661,38.75
2013-07-04 00:21:59,40.31612294797518,40.53
2013-07-04 03:34:42,42.150131334732606,42.25
2013-07-04 07:24:49,44.2207859649426,43.96
2013-07-04 10:14:32,45.699824986521165,45.79
