Time,EA_raw,EA_smooth
2013-07-01 20:52:53,14.146211515473928,14.28
2013-07-02 01:24:46,16.360376862629174,15.92
2013-07-02 06:42:26,19.183437680252105,19.53
2013-07-02 13:15:29,23.445705973525946,23.72
2013-07-02 20:07:22,28.040099068873076,27.71
2013-07-03 00:47:20,31.250638822248177,31.16
2013-07-03 05:08:28,34.07369963987111,34.07
2013-07-03 09:08:03,36.39857325438412,36.62
2013-07-03 13:34:34,39.16627993832817,39.04
2013-07-03 17:09:56,41.32509115180453,41.47
2013-07-03 21:25:41,43.98208956839082,43.82
2013-07-04 00:12:35,45.58735944507837,45.64
