Time,EA_raw,EA_smooth
2013-07-02 00:47:27,14.569726363755299,14.5
2013-07-02 06:27:04,17.609002656553464,17.73
2013-07-02 11:50:58,20.81712763228485,21.11
2013-07-02 17:52:36,25.038344705615636,24.33
2013-07-02 21:10:43,27.06452890081441,27.27
2013-07-03 01:22:18,29.70982493343503,29.93
2013-07-03 05:46:27,32.29883807174457,32.38
2013-07-03 09:36:00,34.77528542143196,34.75
2013-07-03 13:31:52,37.30801566543043,37.13
2013-07-03 17:59:09,39.72818012080674,39.58
2013-07-03 21:33:00,41.754364316005514,42.06
2013-07-04 02:22:18,44.45594324293722,44.35
