Time,EA_raw,EA_smooth
2013-07-02 02:14:15,14.28348201160229,14.36
2013-07-02 05:36:26,15.81090710835264,15.66
2013-07-02 08:58:36,17.6320678006319,17.64
2013-07-02 12:47:08,19.981952564863207,19.93
2013-07-02 15:45:52,22.038101733565604,22.29
2013-07-02 19:05:07,24.56422785511426,24.58
2013-07-02 21:57:59,26.796618381134003,26.74
2013-07-03 01:17:14,28.911514668942182,28.78
2013-07-03 04:15:58,30.732675361221446,30.74
2013-07-03 07:41:04,32.788824529923836,32.7
2013-07-03 11:09:06,34.66873234130888,34.72
2013-07-03 14:28:20,36.6661343909055,36.84
2013-07-03 18:28:36,39.0160191551368,39.07
2013-07-03 22:37:39,41.48339815757968,41.36
2013-07-04 02:52:34,43.65704156449363,43.57
2013-07-04 06:00:05,45.36070801856133,45.45
2013-07-04 08:26:36,46.653144638888556,46.64
