Time,EA_raw,EA_smooth
2013-07-01 19:13:13,14.181665968442504,14.17
2013-07-01 23:10:43,15.972115843355636,15.91
2013-07-02 03:57:27,18.394489203532224,18.64
2013-07-02 09:50:48,21.870068372481242,21.74
2013-07-02 14:28:51,25.082346089237156,24.85
2013-07-02 18:23:28,27.768020901606853,27.84
2013-07-02 22:49:56,30.559016294853798,30.72
2013-07-03 03:22:11,33.40267197853936,33.56
2013-07-03 08:43:41,36.6676099857339,36.45
2013-07-03 13:24:38,39.458605378980835,39.42
2013-07-03 17:56:53,42.40758164354364,42.35
2013-07-03 22:17:33,44.777294713281606,44.95
2013-07-04 01:37:24,46.725725459510606,46.66
