Time,EA_raw,EA_smooth
2013-07-02 00:37:18,14.25291224374182,14.19
2013-07-02 04:23:18,16.27671948412806,16.47
2013-07-02 10:06:01,19.413620706726732,19.2
2013-07-02 13:44:33,21.842189395190218,22.08
2013-07-02 18:32:37,25.232066522837165,24.93
2013-07-02 22:28:33,27.660635211300658,27.65
2013-07-03 01:52:11,29.937418356735172,30.23
2013-07-03 06:17:55,32.6695581312566,32.69
2013-07-03 10:48:36,35.30050754375871,35.07
2013-07-03 14:24:40,37.324314784144946,37.43
2013-07-03 18:25:33,39.85407383462775,39.77
2013-07-03 22:28:56,42.02966661804295,42.07
2013-07-04 01:57:32,44.15466422044851,44.2
2013-07-04 05:21:10,45.976090736796124,45.95
