Time,EA_raw,EA_smooth
2013-07-01 20:56:21,14.238413326198751,14.26
2013-07-02 02:01:02,16.49140918503918,16.42
2013-07-02 07:13:20,19.195004215647693,19.22
2013-07-02 11:22:10,21.998732395538,22.21
2013-07-02 16:24:19,25.35319289647819,25.15
2013-07-02 20:33:08,28.106854501727604,27.97
2013-07-03 00:19:07,30.560116659131623,30.7
2013-07-03 04:55:52,33.46397798830373,33.41
2013-07-03 08:59:37,35.817106996425956,36.19
2013-07-03 14:22:04,39.37183379592974,39.02
2013-07-03 18:43:35,41.87516252797466,41.76
2013-07-03 22:14:20,43.8277589389697,44.08
2013-07-04 01:17:08,45.47995590211934,45.4
