Time,EA_raw,EA_smooth
2013-07-02 05:06:33,14.426531755698699,14.32
2013-07-02 09:36:28,16.984525898530038,17.2
2013-07-02 13:39:07,19.542520041361385,19.78
2013-07-02 17:58:08,22.681876489381672,22.12
2013-07-02 20:58:05,24.600372096505176,24.31
2013-07-02 23:22:35,25.995641628958637,26.39
2013-07-03 02:14:21,27.91413723608214,28.41
2013-07-03 05:57:55,30.297722687356803,30.41
2013-07-03 10:27:50,32.91385306070704,32.41
2013-07-03 13:41:25,34.716076206792756,34.41
2013-07-03 16:41:21,36.46016312235958,36.42
2013-07-03 19:52:12,38.08797757688862,38.43
2013-07-03 23:27:36,40.18088187556881,40.4
2013-07-04 03:41:09,42.33192240476789,42.3
2013-07-04 07:16:33,44.424826703448076,44.09
2013-07-04 09:19:14,45.52941508330707,45.68
