Time,EA_raw,EA_smooth
2013-07-02 03:01:16,14.198005897790823,14.07
2013-07-02 06:23:24,15.654122192411164,15.79
2013-07-02 10:04:23,17.70347105150646,17.95
2013-07-02 13:56:09,20.29212224194262,20.33
2013-07-02 18:06:48,23.204354831183302,22.79
2013-07-02 21:31:37,25.36156415654677,25.24
2013-07-03 00:51:03,27.680564181312498,27.61
2013-07-03 03:51:37,29.675982807273705,29.9
2013-07-03 07:24:31,31.833192132637173,32.09
2013-07-03 11:24:22,34.09826192426881,34.22
2013-07-03 15:05:22,36.41726194903454,36.29
2013-07-03 18:19:24,38.304820108727576,38.32
2013-07-03 22:16:34,40.623820133493304,40.29
2013-07-04 01:14:26,42.29565736064999,42.16
2013-07-04 03:50:44,43.589982955868074,43.85
2013-07-04 06:45:55,45.04609925048841,45.24
2013-07-04 09:14:09,46.286494612572405,46.13
