Time,EA_raw,EA_smooth
2013-07-02 03:56:23,14.133889853339673,14.11
2013-07-02 08:21:24,16.622865604458873,16.57
2013-07-02 12:32:19,19.055273724870815,19.31
2013-07-02 17:28:22,22.27962867518432,22.16
2013-07-02 21:42:06,25.108010210547043,25.0
2013-07-03 02:07:08,27.992959376617023,27.8
2013-07-03 05:55:30,30.36879986632171,30.52
2013-07-03 10:23:20,32.914343248148164,33.17
2013-07-03 14:59:38,35.799292414218144,35.75
2013-07-03 19:21:51,38.231700534630086,38.25
2013-07-03 23:52:30,40.89037917787105,40.61
2013-07-04 03:01:24,42.757110991210446,42.73
2013-07-04 05:33:39,44.17130175889181,44.46
2013-07-04 08:11:32,45.642060157280426,45.53
