Time,EA_raw,EA_smooth
2013-07-01 19:58:35,14.49801778729971,14.53
2013-07-01 23:03:55,15.864649843238306,15.7
2013-07-02 02:33:09,17.603999732614703,17.95
2013-07-02 08:25:53,21.020579872461198,20.68
2013-07-02 12:39:58,23.567485067619494,23.52
2013-07-02 16:06:14,25.928031346058887,26.26
2013-07-02 20:14:20,28.84765437465498,28.83
2013-07-03 00:40:22,31.45667920871957,31.28
2013-07-03 04:18:35,33.75510584825267,33.68
2013-07-03 07:56:48,36.11565212669206,36.12
2013-07-03 12:04:55,38.53831804403776,38.64
2013-07-03 16:16:00,41.02310360028975,41.19
2013-07-03 21:02:58,43.88060698997955,43.62
2013-07-03 23:44:23,45.49571760154334,45.58
