Time,EA_raw,EA_smooth
2013-07-01 22:54:52,14.485125032055,14.49
2013-07-02 02:53:35,16.17290390045258,16.15
2013-07-02 07:21:25,18.599086023774106,18.64
2013-07-02 12:21:16,21.76367140201957,21.64
2013-07-02 17:00:44,24.717284421715334,24.93
2013-07-02 22:44:16,28.409300696335045,28.38
2013-07-03 04:30:42,32.15406006059217,31.92
2013-07-03 09:50:56,35.371388528475066,35.48
2013-07-03 15:22:48,38.79968935490765,38.96
2013-07-03 20:45:57,42.33347636061509,42.17
2013-07-04 01:16:42,44.81240157357403,44.85
