Time,Actual_TT,Seed_TT,ML_TT,Seed_error,ML_error
2011-09-15 06:37:00,77.83,92.83,77.09,-15.00,0.74
2011-09-15 06:38:00,77.83,92.83,77.14,-15.00,0.70
2011-09-15 06:39:00,77.83,92.83,77.18,-15.00,0.65
2011-09-15 06:40:00,77.83,92.83,77.23,-15.00,0.61
2011-09-15 06:41:00,77.83,92.83,77.27,-15.00,0.56
2011-09-15 06:42:00,77.83,92.83,77.32,-15.00,0.52
2011-09-15 06:43:00,77.83,92.83,77.36,-15.00,0.47
2011-09-15 06:44:00,77.83,92.83,77.41,-15.00,0.43
2011-09-15 06:45:00,77.83,92.83,77.45,-15.00,0.38
2011-09-15 06:46:00,77.83,92.83,77.50,-15.00,0.33
2011-09-15 06:47:00,77.83,92.83,77.55,-15.00,0.29
2011-09-15 06:48:00,77.83,92.83,77.59,-15.00,0.24
2011-09-15 06:49:00,77.83,92.83,77.64,-15.00,0.19
2011-09-15 06:50:00,77.83,92.83,77.69,-15.00,0.14
2011-09-15 06:51:00,77.83,92.83,77.74,-15.00,0.10
2011-09-15 06:52:00,77.83,92.83,77.79,-15.00,0.05
2011-09-15 06:53:00,77.83,92.83,77.84,-15.00,-0.00
2011-09-15 06:54:00,77.83,92.83,77.88,-15.00,-0.05
2011-09-15 06:55:00,77.83,92.83,77.93,-15.00,-0.10
2011-09-15 06:56:00,77.83,92.83,77.98,-15.00,-0.15
2011-09-15 06:57:00,77.83,92.83,78.03,-15.00,-0.20
2011-09-15 06:58:00,77.83,92.83,78.08,-15.00,-0.25
2011-09-15 06:59:00,77.83,92.83,78.13,-15.00,-0.30
2011-09-15 07:00:00,77.83,92.83,78.18,-15.00,-0.35
2011-09-15 07:01:00,77.83,92.83,78.24,-15.00,-0.40
2011-09-15 07:02:00,77.83,92.83,78.29,-15.00,-0.45
2011-09-15 07:03:00,77.83,92.83,78.34,-15.00,-0.51
2011-09-15 07:04:00,77.83,92.83,78.39,-15.00,-0.56
2011-09-15 07:05:00,77.83,92.83,78.44,-15.00,-0.61
2011-09-15 07:06:00,77.83,92.83,78.49,-15.00,-0.66
2011-09-15 07:07:00,77.83,92.83,78.55,-15.00,-0.71
2011-09-15 07:08:00,77.83,92.83,78.60,-15.00,-0.77
2011-09-15 07:09:00,77.83,92.83,78.65,-15.00,-0.82
2011-09-15 07:10:00,77.83,92.83,78.71,-15.00,-0.87
2011-09-15 07:11:00,77.83,92.83,78.76,-15.00,-0.93
2011-09-15 07:12:00,77.83,92.83,78.82,-15.00,-0.98
2011-09-15 07:13:00,77.83,92.83,78.87,-15.00,-1.04
2011-09-15 07:14:00,77.83,92.83,78.92,-15.00,-1.09
2011-09-15 07:15:00,77.83,92.83,78.98,-15.00,-1.15
2011-09-15 07:16:00,77.83,92.83,79.04,-15.00,-1.21
2011-09-15 07:17:00,77.83,92.83,79.10,-15.00,-1.27
2011-09-15 07:18:00,77.83,92.83,79.16,-15.00,-1.33
2011-09-15 07:19:00,77.83,92.83,79.22,-15.00,-1.39
2011-09-15 07:20:00,77.83,92.83,79.27,-15.00,-1.44
2011-09-15 07:21:00,77.83,92.83,79.32,-15.00,-1.49
2011-09-15 07:22:00,77.83,92.83,79.37,-15.00,-1.54
2011-09-15 07:23:00,77.83,92.83,79.42,-15.00,-1.59
2011-09-15 07:24:00,77.83,92.83,79.47,-15.00,-1.64
2011-09-15 07:25:00,77.83,92.83,79.53,-15.00,-1.69
2011-09-15 07:26:00,77.83,92.83,79.58,-15.00,-1.74
2011-09-15 07:27:00,77.83,92.83,79.63,-15.00,-1.79
2011-09-15 07:28:00,77.83,92.83,79.68,-15.00,-1.85
2011-09-15 07:29:00,77.83,92.83,79.73,-15.00,-1.90
2011-09-15 07:30:00,77.83,92.83,79.78,-15.00,-1.95
2011-09-15 07:31:00,77.83,92.83,79.84,-15.00,-2.00
2011-09-15 07:32:00,77.83,92.83,79.89,-15.00,-2.05
2011-09-15 07:33:00,77.83,92.83,79.94,-15.00,-2.11
2011-09-15 07:34:00,77.83,92.83,79.99,-15.00,-2.16
2011-09-15 07:35:00,77.83,92.83,80.05,-15.00,-2.21
2011-09-15 07:36:00,77.83,92.83,80.10,-15.00,-2.26
2011-09-15 07:37:00,77.83,92.83,80.15,-15.00,-2.32
2011-09-15 07:38:00,77.83,92.83,80.20,-15.00,-2.37
2011-09-15 07:39:00,77.83,92.83,80.26,-15.00,-2.42
2011-09-15 07:40:00,77.83,92.83,80.31,-15.00,-2.48
2011-09-15 07:41:00,77.83,92.83,80.36,-15.00,-2.53
2011-09-15 07:42:00,77.83,92.83,80.41,-15.00,-2.58
2011-09-15 07:43:00,77.83,92.83,80.47,-15.00,-2.63
2011-09-15 07:44:00,77.83,92.83,80.52,-15.00,-2.69
2011-09-15 07:45:00,77.83,92.83,80.57,-15.00,-2.74
2011-09-15 07:46:00,77.83,92.83,80.63,-15.00,-2.79
2011-09-15 07:47:00,77.83,92.83,80.68,-15.00,-2.85
2011-09-15 07:48:00,77.83,92.83,80.73,-15.00,-2.90
2011-09-15 07:49:00,77.83,92.83,80.79,-15.00,-2.95
2011-09-15 07:50:00,77.83,92.83,80.84,-15.00,-3.01
2011-09-15 07:51:00,77.83,92.83,80.89,-15.00,-3.06
2011-09-15 07:52:00,77.83,92.83,80.95,-15.00,-3.11
2011-09-15 07:53:00,77.83,92.83,81.00,-15.00,-3.17
2011-09-15 07:54:00,77.83,92.83,81.04,-15.00,-3.21
2011-09-15 07:55:00,77.83,92.83,81.08,-15.00,-3.25
2011-09-15 07:56:00,77.83,92.83,81.12,-15.00,-3.29
2011-09-15 07:57:00,77.83,92.83,81.16,-15.00,-3.33
2011-09-15 07:58:00,77.83,92.83,81.20,-15.00,-3.37
2011-09-15 07:59:00,77.83,92.83,81.24,-15.00,-3.40
2011-09-15 08:00:00,77.83,92.83,81.28,-15.00,-3.44
2011-09-15 08:01:00,77.83,92.83,81.32,-15.00,-3.48
2011-09-15 08:02:00,77.83,92.83,81.37,-15.00,-3.53
2011-09-15 08:03:00,77.83,92.83,81.41,-15.00,-3.58
2011-09-15 08:04:00,77.83,92.83,81.46,-15.00,-3.63
2011-09-15 08:05:00,77.83,92.83,81.51,-15.00,-3.68
2011-09-15 08:06:00,77.83,92.83,81.56,-15.00,-3.72
2011-09-15 08:07:00,77.83,92.83,81.61,-15.00,-3.77
2011-09-15 08:08:00,77.83,92.83,81.65,-15.00,-3.82
2011-09-15 08:09:00,77.83,92.83,81.70,-15.00,-3.87
2011-09-15 08:10:00,77.83,92.83,81.75,-15.00,-3.92
2011-09-15 08:11:00,77.83,92.83,81.80,-15.00,-3.97
2011-09-15 08:12:00,77.83,92.83,81.85,-15.00,-4.02
2011-09-15 08:13:00,77.83,92.83,81.90,-15.00,-4.06
2011-09-15 08:14:00,77.83,92.83,81.95,-15.00,-4.11
2011-09-15 08:15:00,77.83,92.83,82.00,-15.00,-4.16
2011-09-15 08:16:00,77.83,92.83,82.05,-15.00,-4.21
2011-09-15 08:17:00,77.83,92.83,82.10,-15.00,-4.26
2011-09-15 08:18:00,77.83,92.83,82.15,-15.00,-4.31
2011-09-15 08:19:00,77.83,92.83,82.20,-15.00,-4.36
2011-09-15 08:20:00,77.83,92.83,82.22,-15.00,-4.38
2011-09-15 08:21:00,77.83,92.83,80.87,-15.00,-3.03
2011-09-15 08:22:00,77.83,92.83,80.94,-15.00,-3.11
2011-09-15 08:23:00,77.83,92.83,81.02,-15.00,-3.18
2011-09-15 08:24:00,77.83,92.83,81.09,-15.00,-3.26
2011-09-15 08:25:00,77.83,92.83,81.17,-15.00,-3.33
2011-09-15 08:26:00,77.83,92.83,81.24,-15.00,-3.41
2011-09-15 08:27:00,77.83,92.83,81.32,-15.00,-3.48
2011-09-15 08:28:00,77.83,92.83,81.39,-15.00,-3.56
2011-09-15 08:29:00,77.83,92.83,81.47,-15.00,-3.63
2011-09-15 08:30:00,77.83,92.83,81.54,-15.00,-3.71
2011-09-15 08:31:00,77.83,92.83,81.62,-15.00,-3.79
2011-09-15 08:32:00,77.83,92.83,81.69,-15.00,-3.86
2011-09-15 08:33:00,77.83,92.83,81.77,-15.00,-3.94
2011-09-15 08:34:00,77.83,92.83,81.85,-15.00,-4.01
2011-09-15 08:35:00,77.83,92.83,81.92,-15.00,-4.09
2011-09-15 08:36:00,77.83,92.83,82.00,-15.00,-4.16
2011-09-15 08:37:00,77.83,92.83,82.07,-15.00,-4.24
2011-09-15 08:38:00,77.83,92.83,82.15,-15.00,-4.32
2011-09-15 08:39:00,77.83,92.83,82.23,-15.00,-4.39
2011-09-15 08:40:00,77.83,92.83,83.08,-15.00,-5.24
2011-09-15 08:41:00,77.83,92.83,82.29,-15.00,-4.46
2011-09-15 08:42:00,77.83,92.83,82.30,-15.00,-4.46
2011-09-15 08:43:00,77.83,92.83,82.30,-15.00,-4.47
2011-09-15 08:44:00,77.83,92.83,82.30,-15.00,-4.47
2011-09-15 08:45:00,77.83,92.83,82.30,-15.00,-4.47
2011-09-15 08:46:00,77.83,92.83,82.31,-15.00,-4.47
2011-09-15 08:47:00,77.83,92.83,82.31,-15.00,-4.48
2011-09-15 08:48:00,77.83,92.83,82.31,-15.00,-4.48
2011-09-15 08:49:00,77.83,92.83,82.31,-15.00,-4.48
2011-09-15 08:50:00,77.83,92.83,82.32,-15.00,-4.48
2011-09-15 08:51:00,77.83,92.83,82.32,-15.00,-4.48
2011-09-15 08:52:00,77.83,92.83,82.32,-15.00,-4.49
2011-09-15 08:53:00,77.83,92.83,82.32,-15.00,-4.49
2011-09-15 08:54:00,77.83,92.83,82.32,-15.00,-4.49
2011-09-15 08:55:00,77.83,92.83,82.33,-15.00,-4.49
2011-09-15 08:56:00,77.83,92.83,82.33,-15.00,-4.49
2011-09-15 08:57:00,77.83,92.83,82.33,-15.00,-4.50
2011-09-15 08:58:00,77.83,92.83,82.33,-15.00,-4.50
2011-09-15 08:59:00,77.83,92.83,82.33,-15.00,-4.50
2011-09-15 09:00:00,77.83,92.83,82.33,-15.00,-4.50
2011-09-15 09:01:00,77.83,92.83,82.34,-15.00,-4.50
2011-09-15 09:02:00,77.83,92.83,82.34,-15.00,-4.50
2011-09-15 09:03:00,77.83,92.83,82.34,-15.00,-4.51
2011-09-15 09:04:00,77.83,92.83,82.34,-15.00,-4.51
2011-09-15 09:05:00,77.83,92.83,82.34,-15.00,-4.51
2011-09-15 09:06:00,77.83,92.83,82.34,-15.00,-4.51
2011-09-15 09:07:00,77.83,92.83,82.35,-15.00,-4.51
2011-09-15 09:08:00,77.83,92.83,82.35,-15.00,-4.51
2011-09-15 09:09:00,77.83,92.83,82.35,-15.00,-4.52
2011-09-15 09:10:00,77.83,92.83,82.36,-15.00,-4.52
2011-09-15 09:11:00,77.83,92.83,82.36,-15.00,-4.53
2011-09-15 09:12:00,77.83,92.83,82.37,-15.00,-4.53
2011-09-15 09:13:00,77.83,92.83,82.37,-15.00,-4.54
2011-09-15 09:14:00,77.83,92.83,82.38,-15.00,-4.55
2011-09-15 09:15:00,77.83,92.83,82.38,-15.00,-4.55
2011-09-15 09:16:00,77.83,92.83,82.39,-15.00,-4.56
2011-09-15 09:17:00,77.83,92.83,82.40,-15.00,-4.56
2011-09-15 09:18:00,77.83,92.83,82.40,-15.00,-4.57
2011-09-15 09:19:00,77.83,92.83,82.41,-15.00,-4.57
2011-09-15 09:20:00,77.83,92.83,82.41,-15.00,-4.58
2011-09-15 09:21:00,77.83,92.83,82.42,-15.00,-4.58
2011-09-15 09:22:00,77.83,92.83,82.42,-15.00,-4.59
2011-09-15 09:23:00,77.83,92.83,82.43,-15.00,-4.59
2011-09-15 09:24:00,77.83,92.83,82.43,-15.00,-4.60
2011-09-15 09:25:00,77.83,92.83,82.44,-15.00,-4.60
2011-09-15 09:26:00,77.83,92.83,82.44,-15.00,-4.61
2011-09-15 09:27:00,77.83,92.83,82.45,-15.00,-4.61
2011-09-15 09:28:00,77.83,92.83,82.45,-15.00,-4.62
2011-09-15 09:29:00,77.83,92.83,82.46,-15.00,-4.62
2011-09-15 09:30:00,77.83,92.83,82.46,-15.00,-4.63
2011-09-15 09:31:00,77.83,92.83,82.47,-15.00,-4.63
2011-09-15 09:32:00,77.83,92.83,82.47,-15.00,-4.64
2011-09-15 09:33:00,77.83,92.83,82.47,-15.00,-4.64
2011-09-15 09:34:00,77.83,92.83,82.48,-15.00,-4.65
2011-09-15 09:35:00,77.83,92.83,82.48,-15.00,-4.65
2011-09-15 09:36:00,77.83,92.83,82.49,-15.00,-4.65
2011-09-15 09:37:00,77.83,92.83,82.49,-15.00,-4.66
2011-09-15 09:38:00,77.83,92.83,82.50,-15.00,-4.66
2011-09-15 09:39:00,77.83,92.83,82.50,-15.00,-4.67
2011-09-15 09:40:00,77.83,92.83,82.50,-15.00,-4.67
2011-09-15 09:41:00,77.83,92.83,82.51,-15.00,-4.67
2011-09-15 09:42:00,77.83,92.83,82.51,-15.00,-4.68
2011-09-15 09:43:00,77.83,92.83,82.52,-15.00,-4.68
2011-09-15 09:44:00,77.83,92.83,82.52,-15.00,-4.69
2011-09-15 09:45:00,77.83,92.83,82.52,-15.00,-4.69
2011-09-15 09:46:00,77.83,92.83,82.53,-15.00,-4.69
2011-09-15 09:47:00,77.83,92.83,82.53,-15.00,-4.70
2011-09-15 09:48:00,77.83,92.83,82.53,-15.00,-4.70
2011-09-15 09:49:00,77.83,92.83,82.54,-15.00,-4.70
2011-09-15 09:50:00,77.83,92.83,82.54,-15.00,-4.71
2011-09-15 09:51:00,77.83,92.83,82.54,-15.00,-4.71
2011-09-15 09:52:00,77.83,92.83,82.55,-15.00,-4.71
2011-09-15 09:53:00,77.83,92.83,82.55,-15.00,-4.72
2011-09-15 09:54:00,77.83,92.83,82.55,-15.00,-4.72
2011-09-15 09:55:00,77.83,92.83,82.55,-15.00,-4.72
2011-09-15 09:56:00,77.83,92.83,82.56,-15.00,-4.72
2011-09-15 09:57:00,77.83,92.83,82.56,-15.00,-4.73
2011-09-15 09:58:00,77.83,92.83,82.56,-15.00,-4.73
2011-09-15 09:59:00,77.83,92.83,82.57,-15.00,-4.73
2011-09-15 10:00:00,77.83,92.83,82.57,-15.00,-4.73
2011-09-15 10:01:00,77.83,92.83,82.57,-15.00,-4.74
2011-09-15 10:02:00,77.83,92.83,82.57,-15.00,-4.74
2011-09-15 10:03:00,77.83,92.83,82.57,-15.00,-4.74
2011-09-15 10:04:00,77.83,92.83,82.58,-15.00,-4.74
2011-09-15 10:05:00,77.83,92.83,82.58,-15.00,-4.75
2011-09-15 10:06:00,77.83,92.83,82.58,-15.00,-4.75
2011-09-15 10:07:00,77.83,92.83,82.58,-15.00,-4.75
2011-09-15 10:08:00,77.83,92.83,82.58,-15.00,-4.75
2011-09-15 10:09:00,77.83,92.83,82.59,-15.00,-4.75
2011-09-15 10:10:00,77.83,92.83,82.59,-15.00,-4.75
2011-09-15 10:11:00,77.83,92.83,82.59,-15.00,-4.76
2011-09-15 10:12:00,77.83,92.83,82.58,-15.00,-4.75
2011-09-15 10:13:00,77.83,92.83,82.57,-15.00,-4.74
2011-09-15 10:14:00,77.83,92.83,82.56,-15.00,-4.73
2011-09-15 10:15:00,77.83,92.83,82.56,-15.00,-4.72
2011-09-15 10:16:00,77.83,92.83,82.55,-15.00,-4.71
2011-09-15 10:17:00,77.83,92.83,82.54,-15.00,-4.71
2011-09-15 10:18:00,77.83,92.83,82.53,-15.00,-4.70
2011-09-15 10:19:00,77.83,92.83,82.52,-15.00,-4.69
2011-09-15 10:20:00,77.83,92.83,82.51,-15.00,-4.68
2011-09-15 10:21:00,77.83,92.83,82.50,-15.00,-4.67
2011-09-15 10:22:00,77.83,92.83,82.49,-15.00,-4.66
2011-09-15 10:23:00,77.83,92.83,82.48,-15.00,-4.65
2011-09-15 10:24:00,77.83,92.83,82.48,-15.00,-4.64
2011-09-15 10:25:00,77.83,92.83,82.47,-15.00,-4.63
2011-09-15 10:26:00,77.83,92.83,82.46,-15.00,-4.63
2011-09-15 10:27:00,77.83,92.83,82.45,-15.00,-4.62
2011-09-15 10:28:00,77.83,92.83,82.44,-15.00,-4.61
2011-09-15 10:29:00,77.83,92.83,82.44,-15.00,-4.60
2011-09-15 10:30:00,77.83,92.83,82.43,-15.00,-4.60
2011-09-15 10:31:00,77.83,92.83,82.42,-15.00,-4.59
2011-09-15 10:32:00,77.83,92.83,82.41,-15.00,-4.58
2011-09-15 10:33:00,77.83,92.83,82.41,-15.00,-4.57
2011-09-15 10:34:00,77.83,92.83,82.40,-15.00,-4.56
2011-09-15 10:35:00,77.83,92.83,82.39,-15.00,-4.56
2011-09-15 10:36:00,77.83,92.83,82.38,-15.00,-4.55
2011-09-15 10:37:00,77.83,92.83,82.37,-15.00,-4.54
2011-09-15 10:38:00,77.83,92.83,82.37,-15.00,-4.53
2011-09-15 10:39:00,77.83,92.83,82.36,-15.00,-4.52
2011-09-15 10:40:00,77.83,92.83,82.35,-15.00,-4.52
2011-09-15 10:41:00,77.83,92.83,82.34,-15.00,-4.51
2011-09-15 10:42:00,77.83,92.83,82.33,-15.00,-4.50
2011-09-15 10:43:00,77.83,92.83,82.32,-15.00,-4.49
2011-09-15 10:44:00,77.83,92.83,82.31,-15.00,-4.48
2011-09-15 10:45:00,77.83,92.83,82.31,-15.00,-4.47
2011-09-15 10:46:00,77.83,92.83,82.30,-15.00,-4.46
2011-09-15 10:47:00,77.83,92.83,82.29,-15.00,-4.45
2011-09-15 10:48:00,77.83,92.83,82.28,-15.00,-4.45
2011-09-15 10:49:00,77.83,92.83,82.27,-15.00,-4.44
2011-09-15 10:50:00,77.83,92.83,82.26,-15.00,-4.43
2011-09-15 10:51:00,77.83,92.83,82.25,-15.00,-4.42
2011-09-15 10:52:00,77.83,92.83,82.24,-15.00,-4.41
2011-09-15 10:53:00,77.83,92.83,82.23,-15.00,-4.40
2011-09-15 10:54:00,77.83,92.83,82.23,-15.00,-4.39
2011-09-15 10:55:00,77.83,92.83,82.22,-15.00,-4.38
2011-09-15 10:56:00,77.83,92.83,82.21,-15.00,-4.37
2011-09-15 10:57:00,77.83,92.83,82.20,-15.00,-4.36
2011-09-15 10:58:00,77.83,92.83,82.19,-15.00,-4.35
2011-09-15 10:59:00,77.83,92.83,82.18,-15.00,-4.35
2011-09-15 11:00:00,77.83,92.83,82.17,-15.00,-4.34
2011-09-15 11:01:00,77.83,92.83,82.16,-15.00,-4.33
2011-09-15 11:02:00,77.83,92.83,82.15,-15.00,-4.32
2011-09-15 11:03:00,77.83,92.83,82.14,-15.00,-4.31
