Time,Actual_TT,Seed_TT,ML_TT,Seed_error,ML_error
2010-04-04 06:32:00,45.62,55.75,49.05,-10.13,-3.43
2010-04-04 06:33:00,45.62,55.75,49.05,-10.13,-3.43
2010-04-04 06:34:00,45.62,55.75,49.05,-10.13,-3.44
2010-04-04 06:35:00,45.62,55.75,49.06,-10.13,-3.44
2010-04-04 06:36:00,45.62,55.75,49.06,-10.13,-3.44
2010-04-04 06:37:00,45.62,55.75,49.06,-10.13,-3.45
2010-04-04 06:38:00,45.62,55.75,49.07,-10.13,-3.45
2010-04-04 06:39:00,45.62,55.75,49.07,-10.13,-3.45
2010-04-04 06:40:00,45.62,55.75,49.07,-10.13,-3.46
2010-04-04 06:41:00,45.62,55.75,49.08,-10.13,-3.46
2010-04-04 06:42:00,45.62,55.75,49.08,-10.13,-3.46
2010-04-04 06:43:00,45.62,55.75,49.08,-10.13,-3.47
2010-04-04 06:44:00,45.62,55.75,49.09,-10.13,-3.47
2010-04-04 06:45:00,45.62,55.75,49.09,-10.13,-3.47
2010-04-04 06:46:00,45.62,55.75,49.09,-10.13,-3.48
2010-04-04 06:47:00,45.62,55.75,49.10,-10.13,-3.48
2010-04-04 06:48:00,45.62,55.75,49.10,-10.13,-3.48
2010-04-04 06:49:00,45.62,55.75,49.10,-10.13,-3.49
2010-04-04 06:50:00,45.62,55.75,49.11,-10.13,-3.49
2010-04-04 06:51:00,45.62,55.75,49.11,-10.13,-3.49
2010-04-04 06:52:00,45.62,55.75,49.11,-10.13,-3.50
2010-04-04 06:53:00,45.62,55.75,49.12,-10.13,-3.50
2010-04-04 06:54:00,45.62,55.75,49.12,-10.13,-3.50
2010-04-04 06:55:00,45.62,55.75,49.12,-10.13,-3.51
2010-04-04 06:56:00,45.62,55.75,49.13,-10.13,-3.51
2010-04-04 06:57:00,45.62,55.75,49.13,-10.13,-3.51
2010-04-04 06:58:00,45.62,55.75,49.13,-10.13,-3.52
2010-04-04 06:59:00,45.62,55.75,49.14,-10.13,-3.52
2010-04-04 07:00:00,45.62,55.75,49.14,-10.13,-3.52
2010-04-04 07:01:00,45.62,55.75,49.14,-10.13,-3.53
2010-04-04 07:02:00,45.62,55.75,49.15,-10.13,-3.53
2010-04-04 07:03:00,45.62,55.75,49.15,-10.13,-3.53
2010-04-04 07:04:00,45.62,55.75,49.15,-10.13,-3.53
2010-04-04 07:05:00,45.62,55.75,49.15,-10.13,-3.54
2010-04-04 07:06:00,45.62,55.75,49.15,-10.13,-3.54
2010-04-04 07:07:00,45.62,55.75,49.16,-10.13,-3.54
2010-04-04 07:08:00,45.62,55.75,49.16,-10.13,-3.54
2010-04-04 07:09:00,45.62,55.75,49.16,-10.13,-3.54
2010-04-04 07:10:00,45.62,55.75,49.16,-10.13,-3.55
2010-04-04 07:11:00,45.62,55.75,49.16,-10.13,-3.55
2010-04-04 07:12:00,45.62,55.75,49.17,-10.13,-3.55
2010-04-04 07:13:00,45.62,55.75,49.17,-10.13,-3.55
2010-04-04 07:14:00,45.62,55.75,49.17,-10.13,-3.55
2010-04-04 07:15:00,45.62,55.75,49.17,-10.13,-3.55
2010-04-04 07:16:00,45.62,55.75,49.17,-10.13,-3.56
2010-04-04 07:17:00,45.62,55.75,49.18,-10.13,-3.56
2010-04-04 07:18:00,45.62,55.75,49.18,-10.13,-3.56
2010-04-04 07:19:00,45.62,55.75,49.18,-10.13,-3.56
2010-04-04 07:20:00,45.62,55.75,49.18,-10.13,-3.56
2010-04-04 07:21:00,45.62,55.75,49.18,-10.13,-3.57
2010-04-04 07:22:00,45.62,55.75,49.18,-10.13,-3.57
2010-04-04 07:23:00,45.62,55.75,49.19,-10.13,-3.57
2010-04-04 07:24:00,45.62,55.75,49.19,-10.13,-3.57
2010-04-04 07:25:00,45.62,55.75,49.19,-10.13,-3.57
