Time,Actual_TT,Seed_TT,ML_TT,Seed_error,ML_error
2011-09-07 21:09:00,60.77,71.67,73.35,-10.90,-12.58
2011-09-07 21:10:00,60.77,71.67,73.34,-10.90,-12.57
2011-09-07 21:11:00,60.77,71.67,73.33,-10.90,-12.56
2011-09-07 21:12:00,60.77,71.67,73.32,-10.90,-12.55
2011-09-07 21:13:00,60.77,71.67,73.31,-10.90,-12.54
2011-09-07 21:14:00,60.77,71.67,73.30,-10.90,-12.54
2011-09-07 21:15:00,60.77,71.67,73.29,-10.90,-12.53
2011-09-07 21:16:00,60.77,71.67,73.28,-10.90,-12.52
2011-09-07 21:17:00,60.77,71.67,73.28,-10.90,-12.51
2011-09-07 21:18:00,60.77,71.67,73.27,-10.90,-12.50
2011-09-07 21:19:00,60.77,71.67,73.26,-10.90,-12.49
2011-09-07 21:20:00,60.77,71.67,73.25,-10.90,-12.48
2011-09-07 21:21:00,60.77,71.67,73.24,-10.90,-12.47
2011-09-07 21:22:00,60.77,71.67,73.23,-10.90,-12.46
2011-09-07 21:23:00,60.77,71.67,73.22,-10.90,-12.45
2011-09-07 21:24:00,60.77,71.67,73.21,-10.90,-12.44
2011-09-07 21:25:00,60.77,71.67,73.20,-10.90,-12.43
2011-09-07 21:26:00,60.77,71.67,73.19,-10.90,-12.42
2011-09-07 21:27:00,60.77,71.67,73.18,-10.90,-12.41
2011-09-07 21:28:00,60.77,71.67,73.17,-10.90,-12.40
2011-09-07 21:29:00,60.77,71.67,73.16,-10.90,-12.39
2011-09-07 21:30:00,60.77,71.67,73.15,-10.90,-12.38
2011-09-07 21:31:00,60.77,71.67,73.14,-10.90,-12.37
2011-09-07 21:32:00,60.77,71.67,73.13,-10.90,-12.36
2011-09-07 21:33:00,60.77,71.67,73.12,-10.90,-12.35
2011-09-07 21:34:00,60.77,71.67,73.11,-10.90,-12.34
2011-09-07 21:35:00,60.77,71.67,73.10,-10.90,-12.33
2011-09-07 21:36:00,60.77,71.67,73.09,-10.90,-12.32
2011-09-07 21:37:00,60.77,71.67,73.08,-10.90,-12.31
2011-09-07 21:38:00,60.77,71.67,73.06,-10.90,-12.30
2011-09-07 21:39:00,60.77,71.67,73.05,-10.90,-12.29
2011-09-07 21:40:00,60.77,71.67,73.04,-10.90,-12.28
2011-09-07 21:41:00,60.77,71.67,73.03,-10.90,-12.27
2011-09-07 21:42:00,60.77,71.67,73.02,-10.90,-12.26
2011-09-07 21:43:00,60.77,71.67,73.01,-10.90,-12.24
2011-09-07 21:44:00,60.77,71.67,73.00,-10.90,-12.23
2011-09-07 21:45:00,60.77,71.67,72.99,-10.90,-12.22
2011-09-07 21:46:00,60.77,71.67,72.98,-10.90,-12.21
2011-09-07 21:47:00,60.77,71.67,72.97,-10.90,-12.20
2011-09-07 21:48:00,60.77,71.67,72.96,-10.90,-12.19
2011-09-07 21:49:00,60.77,71.67,72.95,-10.90,-12.18
2011-09-07 21:50:00,60.77,71.67,72.93,-10.90,-12.17
2011-09-07 21:51:00,60.77,71.67,72.92,-10.90,-12.16
2011-09-07 21:52:00,60.77,71.67,72.91,-10.90,-12.14
2011-09-07 21:53:00,60.77,71.67,72.90,-10.90,-12.13
2011-09-07 21:54:00,60.77,71.67,72.89,-10.90,-12.12
2011-09-07 21:55:00,60.77,71.67,72.87,-10.90,-12.11
2011-09-07 21:56:00,60.77,71.67,72.86,-10.90,-12.10
2011-09-07 21:57:00,60.77,71.67,72.85,-10.90,-12.08
2011-09-07 21:58:00,60.77,71.67,72.84,-10.90,-12.07
2011-09-07 21:59:00,60.77,71.67,72.83,-10.90,-12.06
2011-09-07 22:00:00,60.77,71.67,72.81,-10.90,-12.05
2011-09-07 22:01:00,60.77,71.67,72.80,-10.90,-12.04
2011-09-07 22:02:00,60.77,71.67,72.79,-10.90,-12.02
2011-09-07 22:03:00,60.77,71.67,72.78,-10.90,-12.01
2011-09-07 22:04:00,60.77,71.67,72.77,-10.90,-12.00
2011-09-07 22:05:00,60.77,71.67,72.75,-10.90,-11.99
2011-09-07 22:06:00,60.77,71.67,72.74,-10.90,-11.98
2011-09-07 22:07:00,60.77,71.67,72.73,-10.90,-11.96
2011-09-07 22:08:00,60.77,71.67,72.72,-10.90,-11.95
2011-09-07 22:09:00,60.77,71.67,72.71,-10.90,-11.94
2011-09-07 22:10:00,60.77,71.67,72.70,-10.90,-11.93
2011-09-07 22:11:00,60.77,71.67,72.69,-10.90,-11.92
