CME_num,Actual_TT,Seed_TT,ML_TT_mean,ML_TT_std,Seed_error,ML_error_mean,ML_error_std
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
12_2012-09-27,58.63,65.25,63.58,-6.62,-4.95
