Time,Actual_TT,Seed_TT,ML_TT,Seed_error,ML_error
2012-01-20 09:27:00,63.40,64.40,54.34,-1.00,9.06
2012-01-20 09:28:00,63.40,64.40,54.37,-1.00,9.03
2012-01-20 09:29:00,63.40,64.40,54.39,-1.00,9.01
2012-01-20 09:30:00,63.40,64.40,54.42,-1.00,8.98
2012-01-20 09:31:00,63.40,64.40,54.45,-1.00,8.95
2012-01-20 09:32:00,63.40,64.40,54.47,-1.00,8.93
2012-01-20 09:33:00,63.40,64.40,54.49,-1.00,8.91
2012-01-20 09:34:00,63.40,64.40,54.52,-1.00,8.88
2012-01-20 09:35:00,63.40,64.40,54.53,-1.00,8.87
2012-01-20 09:36:00,63.40,64.40,54.55,-1.00,8.85
2012-01-20 09:37:00,63.40,64.40,54.57,-1.00,8.83
2012-01-20 09:38:00,63.40,64.40,54.58,-1.00,8.82
2012-01-20 09:39:00,63.40,64.40,54.60,-1.00,8.80
2012-01-20 09:40:00,63.40,64.40,54.61,-1.00,8.79
2012-01-20 09:41:00,63.40,64.40,54.62,-1.00,8.78
2012-01-20 09:42:00,63.40,64.40,54.63,-1.00,8.77
2012-01-20 09:43:00,63.40,64.40,54.63,-1.00,8.77
2012-01-20 09:44:00,63.40,64.40,54.64,-1.00,8.76
2012-01-20 09:45:00,63.40,64.40,54.64,-1.00,8.76
2012-01-20 09:46:00,63.40,64.40,54.64,-1.00,8.76
2012-01-20 09:47:00,63.40,64.40,54.64,-1.00,8.76
2012-01-20 09:48:00,63.40,64.40,54.64,-1.00,8.76
2012-01-20 09:49:00,63.40,64.40,54.63,-1.00,8.77
2012-01-20 09:50:00,63.40,64.40,54.63,-1.00,8.77
2012-01-20 09:51:00,63.40,64.40,54.62,-1.00,8.78
2012-01-20 09:52:00,63.40,64.40,54.61,-1.00,8.79
2012-01-20 09:53:00,63.40,64.40,54.59,-1.00,8.81
2012-01-20 09:54:00,63.40,64.40,54.60,-1.00,8.80
2012-01-20 09:55:00,63.40,64.40,54.61,-1.00,8.79
2012-01-20 09:56:00,63.40,64.40,54.62,-1.00,8.78
2012-01-20 09:57:00,63.40,64.40,54.63,-1.00,8.77
2012-01-20 09:58:00,63.40,64.40,54.64,-1.00,8.76
2012-01-20 09:59:00,63.40,64.40,54.64,-1.00,8.76
2012-01-20 10:00:00,63.40,64.40,54.64,-1.00,8.76
2012-01-20 10:01:00,63.40,64.40,52.55,-1.00,10.85
2012-01-20 10:02:00,63.40,64.40,52.57,-1.00,10.83
2012-01-20 10:03:00,63.40,64.40,52.59,-1.00,10.81
2012-01-20 10:04:00,63.40,64.40,52.61,-1.00,10.79
2012-01-20 10:05:00,63.40,64.40,52.62,-1.00,10.78
2012-01-20 10:06:00,63.40,64.40,52.64,-1.00,10.76
2012-01-20 10:07:00,63.40,64.40,52.66,-1.00,10.74
2012-01-20 10:08:00,63.40,64.40,52.67,-1.00,10.73
2012-01-20 10:09:00,63.40,64.40,52.69,-1.00,10.71
2012-01-20 10:10:00,63.40,64.40,52.71,-1.00,10.69
2012-01-20 10:11:00,63.40,64.40,52.73,-1.00,10.67
2012-01-20 10:12:00,63.40,64.40,52.74,-1.00,10.66
2012-01-20 10:13:00,63.40,64.40,52.76,-1.00,10.64
2012-01-20 10:14:00,63.40,64.40,52.78,-1.00,10.62
2012-01-20 10:15:00,63.40,64.40,52.79,-1.00,10.61
2012-01-20 10:16:00,63.40,64.40,52.81,-1.00,10.59
2012-01-20 10:17:00,63.40,64.40,52.83,-1.00,10.57
2012-01-20 10:18:00,63.40,64.40,52.84,-1.00,10.56
2012-01-20 10:19:00,63.40,64.40,52.86,-1.00,10.54
2012-01-20 10:20:00,63.40,64.40,52.88,-1.00,10.52
2012-01-20 10:21:00,63.40,64.40,52.89,-1.00,10.51
2012-01-20 10:22:00,63.40,64.40,52.91,-1.00,10.49
2012-01-20 10:23:00,63.40,64.40,52.93,-1.00,10.47
2012-01-20 10:24:00,63.40,64.40,52.94,-1.00,10.46
2012-01-20 10:25:00,63.40,64.40,52.96,-1.00,10.44
2012-01-20 10:26:00,63.40,64.40,52.98,-1.00,10.42
2012-01-20 10:27:00,63.40,64.40,52.99,-1.00,10.41
2012-01-20 10:28:00,63.40,64.40,53.01,-1.00,10.39
2012-01-20 10:29:00,63.40,64.40,53.02,-1.00,10.38
2012-01-20 10:30:00,63.40,64.40,53.04,-1.00,10.36
2012-01-20 10:31:00,63.40,64.40,53.06,-1.00,10.34
2012-01-20 10:32:00,63.40,64.40,53.07,-1.00,10.33
2012-01-20 10:33:00,63.40,64.40,53.09,-1.00,10.31
2012-01-20 10:34:00,63.40,64.40,53.11,-1.00,10.29
2012-01-20 10:35:00,63.40,64.40,53.12,-1.00,10.28
2012-01-20 10:36:00,63.40,64.40,53.14,-1.00,10.26
2012-01-20 10:37:00,63.40,64.40,53.15,-1.00,10.25
2012-01-20 10:38:00,63.40,64.40,53.17,-1.00,10.23
2012-01-20 10:39:00,63.40,64.40,53.19,-1.00,10.21
2012-01-20 10:40:00,63.40,64.40,53.20,-1.00,10.20
2012-01-20 10:41:00,63.40,64.40,53.22,-1.00,10.18
2012-01-20 10:42:00,63.40,64.40,53.23,-1.00,10.17
