CME_num,Actual_TT,Seed_TT,ML_TT_mean,ML_TT_std,Seed_error,ML_error_mean,ML_error_std
09_2012-06-14,43.93,47.67,48.50,-3.73,-4.56
09_2012-06-14,43.93,47.67,48.37,-3.73,-4.44
09_2012-06-14,43.93,47.67,48.25,-3.73,-4.32
09_2012-06-14,43.93,47.67,48.13,-3.73,-4.20
09_2012-06-14,43.93,47.67,48.01,-3.73,-4.08
09_2012-06-14,43.93,47.67,47.90,-3.73,-3.96
09_2012-06-14,43.93,47.67,47.78,-3.73,-3.85
09_2012-06-14,43.93,47.67,47.67,-3.73,-3.73
09_2012-06-14,43.93,47.67,47.55,-3.73,-3.62
09_2012-06-14,43.93,47.67,47.44,-3.73,-3.51
09_2012-06-14,43.93,47.67,47.33,-3.73,-3.40
09_2012-06-14,43.93,47.67,47.23,-3.73,-3.30
09_2012-06-14,43.93,47.67,47.36,-3.73,-3.43
09_2012-06-14,43.93,47.67,47.50,-3.73,-3.57
09_2012-06-14,43.93,47.67,47.64,-3.73,-3.71
09_2012-06-14,43.93,47.67,47.79,-3.73,-3.86
09_2012-06-14,43.93,47.67,47.94,-3.73,-4.01
09_2012-06-14,43.93,47.67,48.10,-3.73,-4.17
09_2012-06-14,43.93,47.67,48.26,-3.73,-4.33
09_2012-06-14,43.93,47.67,48.43,-3.73,-4.49
09_2012-06-14,43.93,47.67,48.60,-3.73,-4.66
09_2012-06-14,43.93,47.67,48.77,-3.73,-4.84
09_2012-06-14,43.93,47.67,48.95,-3.73,-5.01
09_2012-06-14,43.93,47.67,49.13,-3.73,-5.20
09_2012-06-14,43.93,47.67,49.26,-3.73,-5.33
09_2012-06-14,43.93,47.67,49.39,-3.73,-5.46
09_2012-06-14,43.93,47.67,49.53,-3.73,-5.59
09_2012-06-14,43.93,47.67,49.67,-3.73,-5.73
09_2012-06-14,43.93,47.67,49.80,-3.73,-5.87
09_2012-06-14,43.93,47.67,49.94,-3.73,-6.01
09_2012-06-14,43.93,47.67,50.09,-3.73,-6.15
09_2012-06-14,43.93,47.67,50.23,-3.73,-6.30
09_2012-06-14,43.93,47.67,50.38,-3.73,-6.44
09_2012-06-14,43.93,47.67,50.52,-3.73,-6.59
09_2012-06-14,43.93,47.67,50.67,-3.73,-6.74
09_2012-06-14,43.93,47.67,50.82,-3.73,-6.89
09_2012-06-14,43.93,47.67,50.77,-3.73,-6.84
09_2012-06-14,43.93,47.67,50.72,-3.73,-6.78
09_2012-06-14,43.93,47.67,50.66,-3.73,-6.73
09_2012-06-14,43.93,47.67,50.60,-3.73,-6.67
09_2012-06-14,43.93,47.67,50.54,-3.73,-6.61
09_2012-06-14,43.93,47.67,50.48,-3.73,-6.55
09_2012-06-14,43.93,47.67,50.42,-3.73,-6.49
09_2012-06-14,43.93,47.67,50.36,-3.73,-6.42
09_2012-06-14,43.93,47.67,50.29,-3.73,-6.36
09_2012-06-14,43.93,47.67,51.16,-3.73,-7.22
09_2012-06-14,43.93,47.67,51.16,-3.73,-7.23
09_2012-06-14,43.93,47.67,51.16,-3.73,-7.23
09_2012-06-14,43.93,47.67,51.17,-3.73,-7.23
09_2012-06-14,43.93,47.67,51.17,-3.73,-7.23
09_2012-06-14,43.93,47.67,51.17,-3.73,-7.24
09_2012-06-14,43.93,47.67,51.17,-3.73,-7.24
09_2012-06-14,43.93,47.67,51.17,-3.73,-7.24
09_2012-06-14,43.93,47.67,51.18,-3.73,-7.24
09_2012-06-14,43.93,47.67,51.18,-3.73,-7.24
09_2012-06-14,43.93,47.67,51.18,-3.73,-7.25
09_2012-06-14,43.93,47.67,51.18,-3.73,-7.25
09_2012-06-14,43.93,47.67,51.18,-3.73,-7.25
09_2012-06-14,43.93,47.67,51.19,-3.73,-7.25
09_2012-06-14,43.93,47.67,51.19,-3.73,-7.25
09_2012-06-14,43.93,47.67,51.19,-3.73,-7.26
09_2012-06-14,43.93,47.67,51.20,-3.73,-7.27
09_2012-06-14,43.93,47.67,51.21,-3.73,-7.27
09_2012-06-14,43.93,47.67,51.21,-3.73,-7.28
09_2012-06-14,43.93,47.67,51.22,-3.73,-7.28
09_2012-06-14,43.93,47.67,51.22,-3.73,-7.29
09_2012-06-14,43.93,47.67,51.23,-3.73,-7.29
09_2012-06-14,43.93,47.67,51.24,-3.73,-7.31
09_2012-06-14,43.93,47.67,51.25,-3.73,-7.31
09_2012-06-14,43.93,47.67,51.25,-3.73,-7.32
09_2012-06-14,43.93,47.67,51.26,-3.73,-7.32
09_2012-06-14,43.93,47.67,51.26,-3.73,-7.33
09_2012-06-14,43.93,47.67,51.26,-3.73,-7.33
09_2012-06-14,43.93,47.67,51.26,-3.73,-7.33
09_2012-06-14,43.93,47.67,51.26,-3.73,-7.33
09_2012-06-14,43.93,47.67,51.26,-3.73,-7.33
09_2012-06-14,43.93,47.67,51.26,-3.73,-7.33
09_2012-06-14,43.93,47.67,51.27,-3.73,-7.33
09_2012-06-14,43.93,47.67,51.27,-3.73,-7.33
09_2012-06-14,43.93,47.67,51.27,-3.73,-7.34
09_2012-06-14,43.93,47.67,51.27,-3.73,-7.34
09_2012-06-14,43.93,47.67,51.27,-3.73,-7.34
09_2012-06-14,43.93,47.67,51.28,-3.73,-7.34
09_2012-06-14,43.93,47.67,50.05,-3.73,-6.12
09_2012-06-14,43.93,47.67,49.89,-3.73,-5.96
09_2012-06-14,43.93,47.67,49.73,-3.73,-5.80
09_2012-06-14,43.93,47.67,49.57,-3.73,-5.64
09_2012-06-14,43.93,47.67,49.41,-3.73,-5.47
09_2012-06-14,43.93,47.67,49.24,-3.73,-5.31
09_2012-06-14,43.93,47.67,49.08,-3.73,-5.15
09_2012-06-14,43.93,47.67,48.92,-3.73,-4.98
09_2012-06-14,43.93,47.67,48.75,-3.73,-4.82
09_2012-06-14,43.93,47.67,48.59,-3.73,-4.65
09_2012-06-14,43.93,47.67,48.42,-3.73,-4.49
09_2012-06-14,43.93,47.67,48.26,-3.73,-4.33
09_2012-06-14,43.93,47.67,48.24,-3.73,-4.31
