Time,Actual_TT,Seed_TT,ML_TT,Seed_error,ML_error
2012-07-05 07:22:00,101.33,88.33,81.37,13.00,19.96
2012-07-05 07:23:00,101.33,88.33,81.42,13.00,19.91
2012-07-05 07:24:00,101.33,88.33,81.48,13.00,19.86
2012-07-05 07:25:00,101.33,88.33,81.53,13.00,19.81
2012-07-05 07:26:00,101.33,88.33,81.58,13.00,19.75
2012-07-05 07:27:00,101.33,88.33,81.63,13.00,19.70
2012-07-05 07:28:00,101.33,88.33,81.68,13.00,19.65
2012-07-05 07:29:00,101.33,88.33,81.74,13.00,19.60
2012-07-05 07:30:00,101.33,88.33,81.79,13.00,19.54
2012-07-05 07:31:00,101.33,88.33,81.84,13.00,19.49
2012-07-05 07:32:00,101.33,88.33,81.90,13.00,19.44
2012-07-05 07:33:00,101.33,88.33,81.95,13.00,19.38
2012-07-05 07:34:00,101.33,88.33,82.00,13.00,19.33
2012-07-05 07:35:00,101.33,88.33,82.06,13.00,19.28
2012-07-05 07:36:00,101.33,88.33,82.11,13.00,19.22
2012-07-05 07:37:00,101.33,88.33,82.16,13.00,19.17
2012-07-05 07:38:00,101.33,88.33,82.22,13.00,19.11
2012-07-05 07:39:00,101.33,88.33,82.27,13.00,19.06
2012-07-05 07:40:00,101.33,88.33,82.33,13.00,19.01
2012-07-05 07:41:00,101.33,88.33,82.38,13.00,18.95
2012-07-05 07:42:00,101.33,88.33,82.44,13.00,18.90
2012-07-05 07:43:00,101.33,88.33,82.49,13.00,18.84
2012-07-05 07:44:00,101.33,88.33,82.54,13.00,18.79
2012-07-05 07:45:00,101.33,88.33,82.60,13.00,18.74
2012-07-05 07:46:00,101.33,88.33,82.65,13.00,18.68
2012-07-05 07:47:00,101.33,88.33,82.71,13.00,18.63
2012-07-05 07:48:00,101.33,88.33,82.76,13.00,18.57
2012-07-05 07:49:00,101.33,88.33,82.81,13.00,18.52
2012-07-05 07:50:00,101.33,88.33,82.87,13.00,18.46
2012-07-05 07:51:00,101.33,88.33,82.92,13.00,18.41
2012-07-05 07:52:00,101.33,88.33,82.98,13.00,18.36
2012-07-05 07:53:00,101.33,88.33,83.03,13.00,18.30
2012-07-05 07:54:00,101.33,88.33,83.08,13.00,18.25
2012-07-05 07:55:00,101.33,88.33,83.14,13.00,18.20
2012-07-05 07:56:00,101.33,88.33,83.19,13.00,18.14
2012-07-05 07:57:00,101.33,88.33,83.24,13.00,18.09
2012-07-05 07:58:00,101.33,88.33,83.30,13.00,18.04
2012-07-05 07:59:00,101.33,88.33,83.35,13.00,17.98
2012-07-05 08:00:00,101.33,88.33,83.40,13.00,17.93
2012-07-05 08:01:00,101.33,88.33,83.46,13.00,17.87
2012-07-05 08:02:00,101.33,88.33,83.48,13.00,17.85
2012-07-05 08:03:00,101.33,88.33,83.48,13.00,17.85
2012-07-05 08:04:00,101.33,88.33,83.49,13.00,17.85
2012-07-05 08:05:00,101.33,88.33,83.49,13.00,17.84
2012-07-05 08:06:00,101.33,88.33,83.49,13.00,17.84
2012-07-05 08:07:00,101.33,88.33,83.50,13.00,17.84
2012-07-05 08:08:00,101.33,88.33,83.50,13.00,17.83
2012-07-05 08:09:00,101.33,88.33,83.50,13.00,17.83
2012-07-05 08:10:00,101.33,88.33,83.51,13.00,17.83
2012-07-05 08:11:00,101.33,88.33,83.51,13.00,17.83
2012-07-05 08:12:00,101.33,88.33,83.51,13.00,17.82
2012-07-05 08:13:00,101.33,88.33,83.51,13.00,17.82
2012-07-05 08:14:00,101.33,88.33,83.52,13.00,17.82
