Time,EA_raw,EA_smooth
2012-10-06 03:10:45,12.158729659251511,12.19
2012-10-06 07:06:32,14.234824681110071,14.02
2012-10-06 09:30:27,15.517118665199183,15.72
2012-10-06 13:17:03,17.165782359028043,17.31
2012-10-06 17:15:54,18.814446052856894,18.81
2012-10-06 21:05:34,20.340986510105843,20.23
2012-10-07 01:04:25,21.806465349064823,21.59
2012-10-07 04:38:46,22.96663609657402,22.89
2012-10-07 07:57:49,24.004683607503303,24.14
2012-10-07 11:13:47,25.10379273672254,25.35
2012-10-07 15:27:57,26.56927157568152,26.5
2012-10-07 19:02:18,27.6073190866108,27.6
2012-10-07 23:13:24,28.706428215830037,28.63
2012-10-08 02:20:11,29.561290871889447,29.59
2012-10-08 06:03:44,30.538276764528767,30.45
2012-10-08 08:55:13,31.148892947428344,31.21
