Time,EA_raw,EA_smooth
2012-10-06 03:04:46,12.218983278811733,12.18
2012-10-06 07:02:27,14.355909062180325,14.39
2012-10-06 10:44:54,16.16905821170519,16.24
2012-10-06 14:27:21,17.852696707692573,17.85
2012-10-06 17:36:17,19.40682455014246,19.33
2012-10-06 21:09:35,20.766686412286106,20.73
2012-10-07 00:36:48,22.1913036011985,22.11
2012-10-07 04:19:15,23.356899483035917,23.5
2012-10-07 08:53:30,24.78151667194831,24.89
2012-10-07 14:37:50,26.400399841166944,26.28
2012-10-07 18:53:48,27.630751049773103,27.62
2012-10-07 23:40:14,28.796346931610522,28.84
2012-10-08 03:13:33,29.961942813447934,29.88
2012-10-08 05:52:00,30.544740754366643,30.61
2012-10-08 07:35:36,30.93327271497911,30.92
