Time,EA_raw,EA_smooth
2012-10-06 03:13:23,11.939957937671247,11.87
2012-10-06 07:02:28,13.958199993156361,13.97
2012-10-06 10:18:23,15.540065387996043,15.97
2012-10-06 16:08:02,18.26741951702998,17.86
2012-10-06 20:15:11,19.84928491186966,19.6
2012-10-06 23:16:02,21.049320728644595,21.2
2012-10-07 03:05:07,22.46754487574224,22.64
2012-10-07 07:54:28,23.940316105420564,23.94
2012-10-07 11:19:26,24.867616509292105,25.11
2012-10-07 16:41:57,26.558576069293146,26.18
2012-10-07 18:54:34,27.15859397768061,27.16
2012-10-07 22:40:38,28.08589438155215,28.1
2012-10-08 01:56:33,28.904100620262327,29.04
2012-10-08 06:27:49,30.104136437037262,30.04
